Property Name,Portfolio Manager ID,Use Type
SC0020ZZ - VA REGIONAL OFFICE,2630136,Office
SC0028ZZ-HAYNSWORTH FB CTHS,1549,Office
SC0028ZZ-HAYNSWORTH FB CTHS,1549,Parking
SC0041ZZ-RUSSELL FED BLDG CTHS,2630137,Office
SC0058ZZ-MCMILLAN FED BLDG CTHS,2630138,Courthouse
SC2039ZZ - Beaufort Courthouse,2822500,Courthouse
SC2046ZZ - JOSIAH HOUSE,2822475,Courthouse
SD0021ZZ - SIOUX FALLS US COURTHOUSE,2280760,Courthouse
SD0021ZZ - SIOUX FALLS US COURTHOUSE,2280760,Parking
SD0034ZZ - PIERRE FED BLDG PO CTHSE,2280860,Courthouse
SD0035ZZ - BOGUE FED BLD CTHSE,2280762,Courthouse
SD0035ZZ - BOGUE FED BLD CTHSE,2280762,Parking
SD0038ZZ - HURON FEDERAL BUILDING,1563,Office
SD0038ZZ - HURON FEDERAL BUILDING,1563,Parking
SD0038ZZ - HURON FEDERAL BUILDING,1563,Parking
SD0040ZZ - ABERDEEN FED BLDG,1564,Office
SD0040ZZ - ABERDEEN FED BLDG,1564,Parking
TEST FACILITY,4322941,Office
TEST FACILITY - Central Office,4138715,Office
TEST FACILITY - Central Office,4138715,Data Center
TEST FACILITY - Central Office,4138715,Retail Store
TEST FACILITY - Central Office,4138715,Parking
TEST GSA CAMPUS,4145824,Office
TN0000AA - E KEFAUVER FED BLDG,2265559,Courthouse
TN0000AA - E KEFAUVER FED BLDG,2265559,Office
TN0000AA - E KEFAUVER FED BLDG,2265559,Parking
TN0004ZZ-HOWARD BAKER JR CTHS,2630140,Courthouse
TN0006ZZ - Joel W. Solomon Federal Building and U.S. Courthouse,2630141,Courthouse
TN0010ZZ - COLUMBIA FB CT,2630142,Courthouse
TN0010ZZ - COLUMBIA FB CT,2630142,Office
TN0010ZZ - COLUMBIA FB CT,2630142,Office
TN0011ZZ - L CLURE MORTON PO CT,2630143,Office
TN0012ZZ - JH QUILLEN FED BLD,2377004,Courthouse
TN0016ZZ - TENN CARE BLDG,2630144,Office
TN0029ZZ - ED JONES FB-CT,2630145,Office
TN0076ZZ-JOHN J DUNCAN FB,1056461,Courthouse
TN0088ZZ - CLIFFORD DAVIS FB,2630146,Office
TN0096ZZ - Winchester Federal Building and U.S. Courthouse,2630148,Courthouse
TX0000AT - AUSTIN FINANCE CTR,2630149,Data Center
TX0000AT - AUSTIN FINANCE CTR,2630149,Data Center
TX0000AU - AUSTIN FED COMPLEX,18001,Office
TX0000AU - AUSTIN FED COMPLEX,18001,Parking
TX0000AU - AUSTIN FED COMPLEX,18001,Parking
TX0000AU - AUSTIN FED COMPLEX,18001,Office
TX0000AU - AUSTIN FED COMPLEX,18001,Office
TX0000AU - AUSTIN FED COMPLEX,18001,Courthouse
TX0000AU - AUSTIN FED COMPLEX,18001,Office
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BM - USBS B&M-ADMIN BLDG,2630150,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000BN - USBS GATEWAY FACILIT,2630151,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CB - USBS COLUMBIA,2630152,Other - Public Services
TX0000CR - USBS EAGLE PASS II,2630153,Other - Public Services
TX0000CV - USBS CONVENT,2630154,Other - Public Services
TX0000CV - USBS CONVENT,2630154,Other - Public Services
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,Office
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,Office
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,Office
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,Parking
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,Courthouse
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,Office
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DL - USBS DEL RIO,2630155,Other - Public Services
TX0000DR - BPSH DEL RIO !HQTRS!,2630157,Other - Public Services
TX0000DR - BPSH DEL RIO !HQTRS!,2630157,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EL - USBS BR OF THE AMERS,2630158,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000EP - USBS EAGLE PASS I,2630159,Other - Public Services
TX0000ES - USBS STANTON ADMIN B,2630160,Other - Public Services
TX0000FB - USBS FABENS ADMIN BL,2630161,Other - Public Services
TX0000FB - USBS FABENS ADMIN BL,2630161,Other - Public Services
TX0000FB - USBS FABENS ADMIN BL,2630161,Other - Public Services
TX0000FB - USBS FABENS ADMIN BL,2630161,Other - Public Services
TX0000FH-USBS FORT HANCOCK,2630162,Other - Public Services
TX0000FH-USBS FORT HANCOCK,2630162,Other - Public Services
TX0000FH-USBS FORT HANCOCK,2630162,Other - Public Services
TX0000FH-USBS FORT HANCOCK,2630162,Other - Public Services
TX0000FH-USBS FORT HANCOCK,2630162,Other - Public Services
TX0000FW - FT WORTH FED CTR,2630163,Other
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Office
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Non-Refrigerated Warehouse
TX0000FW - FT WORTH FED CTR,2630163,Office
TX0000FW - FT WORTH FED CTR,2630163,Other - Public Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Public Services
TX0000FW - FT WORTH FED CTR,2630163,Other - Services
TX0000HD - USBS HIDALGO,2630164,Other - Public Services
TX0000HF - 1 JUSTICE PARK DRIVE FB,2999330,Other
TX0000HF - 1 JUSTICE PARK DRIVE FB,2999330,Parking
TX0000HF - 1 JUSTICE PARK DRIVE FB,2999330,Office
TX0000HO - LABRANCH FED BLDG,2630165,Office
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000JL - USBS JUAREZ LINCOLN,2630166,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LI - USBS LOS INDIOS,2630167,Other - Public Services
TX0000LR - BPSH LAREDO !HQTRS!,2630169,Other - Public Services
TX0000LR - BPSH LAREDO !HQTRS!,2630169,Other - Public Services
TX0000LR - BPSH LAREDO !HQTRS!,2630169,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LT - USBS LOS TOMATES,2630170,Other - Public Services
TX0000LW - LAREDO WEST US BDR STATIO,2999331,Office
TX0000MA - BPSH MCALLEN ADM BLDG,2630171,Other - Public Services
TX0000MA - BPSH MCALLEN ADM BLDG,2630171,Other - Public Services
TX0000MA - BPSH MCALLEN ADM BLDG,2630171,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MC - USBS ANZALDUAS,2630172,Other - Public Services
TX0000MD - MIDLAND FEDERAL FACILITY,1594,Office
TX0000MD - MIDLAND FEDERAL FACILITY,1594,Courthouse
TX0000MD - MIDLAND FEDERAL FACILITY,1594,Other - Services
TX0000MD - MIDLAND FEDERAL FACILITY,1594,Other - Services
TX0000MD - MIDLAND FEDERAL FACILITY,1594,Office
TX0000MF - HEADQUARTERS BLDG,2630173,Other - Public Services
TX0000MF - HEADQUARTERS BLDG,2630173,Other - Public Services
TX0000MF - HEADQUARTERS BLDG,2630173,Other - Public Services
TX0000MF - HEADQUARTERS BLDG,2630173,Other - Public Services
TX0000MF - HEADQUARTERS BLDG,2630173,Other - Public Services
TX0000MF - HEADQUARTERS BLDG,2630173,Other - Public Services
TX0000NW - USBS WORLD TRADE EXPORT,2630174,Other - Public Services
TX0000NW - USBS WORLD TRADE EXPORT,2630174,Other - Public Services
TX0000PD - USBS PRESIDIO ADMIN,2630175,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PH - USBS PHARR ADMIN BLD,2630176,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PN - USBS PASO DEL NORTE,2630177,Other - Public Services
TX0000PR - USBS ADMIN BUILDING,2630179,Other - Public Services
TX0000RM - USBS ROMA ADM BLDG,2630180,Other - Public Services
TX0000RY - USBS RIO GRANDE ADMI,2630181,Other - Public Services
TX0000SA - SAN ANTONIO FED CENTER,2630182,Supermarket/Grocery Store
TX0000SA - SAN ANTONIO FED CENTER,2630182,Non-Refrigerated Warehouse
TX0000SA - SAN ANTONIO FED CENTER,2630182,Other - Services
TX0000TG-TORNILLO-GUADALUPE LPOE,4428021,Office
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,Office
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,Courthouse
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,Office
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,Courthouse
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,Office
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0000YS - USBS YSLETA HEADHSE,2630184,Other - Public Services
TX0006ZZ - J.M. JONES FEDERAL BLDG,2390728,Courthouse
TX0006ZZ - J.M. JONES FEDERAL BLDG,2390728,Office
TX0012ZZ - AUSTIN COURTHOUSE,1726921,Courthouse
TX0019ZZ - J BROOKS FEDERAL BLDG,2393761,Courthouse
TX0019ZZ - J BROOKS FEDERAL BLDG,2393761,Office
TX0019ZZ - J BROOKS FEDERAL BLDG,2393761,Other - Services
TX0019ZZ - J BROOKS FEDERAL BLDG,2393761,Office
TX0057ZZ - TERMINAL ANNEX FED BLDG,1527740,Office
TX0057ZZ - TERMINAL ANNEX FED BLDG,1527740,Data Center
TX0057ZZ - TERMINAL ANNEX FED BLDG,1527740,Office
TX0069ZZ - EL PASO COURTHOUSE,1970124,Office
TX0069ZZ - EL PASO COURTHOUSE,1970124,Office
TX0075ZZ - FORT WORTH COURTHOUSE,1526958,Courthouse
TX0075ZZ - FORT WORTH COURTHOUSE,1526958,Office
TX0081ZZ - GALVESTON USPO COURTHOUSE,1494449,Office
TX0081ZZ - GALVESTON USPO COURTHOUSE,1494449,Courthouse
TX0081ZZ - GALVESTON USPO COURTHOUSE,1494449,Office
TX0081ZZ - GALVESTON USPO COURTHOUSE,1494449,Other - Services
TX0101ZZ - HOUSTON US CUSTOM HOUSE,1493223,Office
TX0101ZZ - HOUSTON US CUSTOM HOUSE,1493223,Other - Services
TX0117ZZ - LAREDO USPO COURT HOUSE,1586,Office
TX0117ZZ - LAREDO USPO COURT HOUSE,1586,Other - Services
TX0117ZZ - LAREDO USPO COURT HOUSE,1586,Office
TX0126ZZ - WR BURKE  US COURTHOUSE,2393639,Courthouse
TX0126ZZ - WR BURKE  US COURTHOUSE,2393639,Office
TX0130ZZ - SB HALL JR FEDERAL BLDG,1974208,Courthouse
TX0130ZZ - SB HALL JR FEDERAL BLDG,1974208,Office
TX0163ZZ - OC FISHER FED BLDG CTHS,2394404,Courthouse
TX0163ZZ - OC FISHER FED BLDG CTHS,2394404,Office
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,Courthouse
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,Office
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,Office
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,Other - Services
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,Parking
TX0185ZZ - ML KING JR FEDERAL BLDG,1943108,Courthouse
TX0185ZZ - ML KING JR FEDERAL BLDG,1943108,Office
TX0185ZZ - ML KING JR FEDERAL BLDG,1943108,Other - Services
TX0200ZZ - SSA DALLAS DIST OFFICE,1979401,Office
TX0210ZZ - SHERMAN FED BLDG CTHS,1959421,Courthouse
TX0210ZZ - SHERMAN FED BLDG CTHS,1959421,Office
TX0211ZZ - BOB CASEY US COURTHOUSE,1493066,Courthouse
TX0211ZZ - BOB CASEY US COURTHOUSE,1493066,Office
TX0211ZZ - BOB CASEY US COURTHOUSE,1493066,Other - Services
TX0224ZZ - FG LANHAM FEDERAL BLDG,1526908,Office
TX0224ZZ - FG LANHAM FEDERAL BLDG,1526908,Other - Services
TX0224ZZ - FG LANHAM FEDERAL BLDG,1526908,Parking
TX0230ZZ - GH MAHON FED BLDG CTHSE,1972272,Courthouse
TX0230ZZ - GH MAHON FED BLDG CTHSE,1972272,Office
TX0231ZZ - PEARSALL FED BLDG PO,1619510,Office
TX0231ZZ - PEARSALL FED BLDG PO,1619510,Other - Services
TX0247ZZ - FT WORTH FED PARK GARAGE,1600,Office
TX0247ZZ - FT WORTH FED PARK GARAGE,1600,Parking
TX0272ZZ - RC WHITE FEDERAL BLDG,2424885,Office
TX0272ZZ - RC WHITE FEDERAL BLDG,2424885,Parking
TX0292ZZ - AM SMITH FEDERAL BLDG,1527775,Office
TX0297ZZ - ALLIANCE TOWER,1492832,Office
TX0297ZZ - ALLIANCE TOWER,1492832,Parking
TX0298ZZ-GT LELAND FEDERAL BLDG,1493850,Office
TX0298ZZ-GT LELAND FEDERAL BLDG,1493850,Parking
TX0302ZZ - THE CENTRE PHASE 5,1528764,Office
TX0302ZZ - THE CENTRE PHASE 5,1528764,Parking
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Courthouse
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Office
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Parking
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Courthouse
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Office
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Parking
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Courthouse
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Office
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Parking
TX0319ZZ - EL PASO FED BLDG COURTHSE,2999332,Office
TX0400ZZ - 1 JUSTICE PARK DRIVE,2630185,Courthouse
TX0501HS-SAN ANTONIO FED BLDG WEST,1556004,Office
TX0502HS - J WOOD COURTHOUSE,1590773,Courthouse
TX0502HS - J WOOD COURTHOUSE,1590773,Office
TX0503HS - AA SPEARS TRAINING CTR,2630186,Other - Education
TX0701HO - FEDERAL BUILDING,1493590,Office
TX0701HO - FEDERAL BUILDING,1493590,Office
TX0701HO - FEDERAL BUILDING,1493590,Other
TX0999ZZ - USBS WORLD TRADE MOD BLDG,2630187,Office
TX1514ZZ - Waco Courthouse,2019021,Courthouse
TX1514ZZ - Waco Courthouse,2019021,Office
Test Peck,4145829,Office
Test Potter,4145828,Office
UT0010ZZ - OGDEN FOREST SVC BLDG,2280794,Office
UT0014ZZ - J WILL ROBINSON FED BLDG,1621,Office
UT0014ZZ - J WILL ROBINSON FED BLDG,1621,Parking
UT0017ZZ - FE MOSS US COURTHOUSE,2280840,Courthouse
UT0018ZZ-SALT LAKE CITY FED CTHSE,4095195,Office
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,Office
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,Parking
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,Parking
UT0035ZZ - JV HANSEN FED BLDG CTHSE,2280798,Courthouse
UT0035ZZ - JV HANSEN FED BLDG CTHSE,2280798,Office
UT0037ZZ - GSA MOTOR POOL BUILDING,2630190,Office
UT0039ZZ - IRS BUILDING,1626,Office
UT0039ZZ - IRS BUILDING,1626,Parking
UT0042ZZ - ST GEORGE FED BLDG,2630191,Office
VA0000AN - FRANCONIA WAREHOUSE,2630192,Non-Refrigerated Warehouse
VA0000CT - POWELL CTHSE & ANNEX,2223697,Data Center
VA0000CT - POWELL CTHSE & ANNEX,2223697,Data Center
VA0000CT - POWELL CTHSE & ANNEX,2223697,Courthouse
VA0000CT - POWELL CTHSE & ANNEX,2223697,Parking
VA0002ZZ - ABINGDON FED BLDG,2630193,Office
VA0002ZZ - ABINGDON FED BLDG,2630193,Parking
VA0003ZZ - MARTIN BOSTETTE CTHS,2630194,Courthouse
VA0020ZZ - BASCOM SLEMP FED BLDG,2630195,Office
VA0020ZZ - BASCOM SLEMP FED BLDG,2630195,Parking
VA0034ZZ - DANVILLE PO & CTHSE,2630196,Courthouse
VA0053ZZ-CUSTOMHOUSE,2250194,Office
VA0054ZZ - HOFFMAN COURTHOUSE,2630197,Courthouse
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,Office
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,Office
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,Office
VA0088ZZ - RICHMOND FED BLDG,2630199,Office
VA0088ZZ - RICHMOND FED BLDG,2630199,Data Center
VA0088ZZ - RICHMOND FED BLDG,2630199,Office
VA0095ZZ - POFF FEDERAL BLDG,2436896,Office
VA0095ZZ - POFF FEDERAL BLDG,2436896,Courthouse
VA0095ZZ - POFF FEDERAL BLDG,2436896,Parking
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Office
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Parking
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Courthouse
