Property Name,Portfolio Manager ID,Property Use Name,Use Type,Gross Floor Area for Use,Gross Floor Area Units,Gross Floor Area Temporary Value? (Y/N)
LA0002ZZ - ALEXANDRIA PO CTHS,1956276,Office,Office,28203.0,Sq. Ft.,No
LA0002ZZ - ALEXANDRIA PO CTHS,1956276,Post Office,Other - Services,5547.0,Sq. Ft.,No
LA0029ZZ - MONROE FB PO CTHS,1971761,Courtrooms,Courthouse,17940.0,Sq. Ft.,No
LA0029ZZ - MONROE FB PO CTHS,1971761,Office,Office,20586.0,Sq. Ft.,No
LA0029ZZ - MONROE FB PO CTHS,1971761,Mailing Center/Post Office Use,Mailing Center/Post Office,10622.0,Sq. Ft.,No
LA0033ZZ - US CUSTOMHOUSE,2630000,Vacant Office,Office,49028.0,Sq. Ft.,No
LA0033ZZ - US CUSTOMHOUSE,2630000,Insectarium,Other - Entertainment/Public Assembly,29285.0,Sq. Ft.,No
LA0033ZZ - US CUSTOMHOUSE,2630000,Office,Office,302512.0,Sq. Ft.,No
LA0033ZZ - US CUSTOMHOUSE,2630000,Parking,Parking,,,
LA0034ZZ - F EDWARD HEBERT FB,1482486,Office,Office,261650.0,Sq. Ft.,No
LA0034ZZ - F EDWARD HEBERT FB,1482486,Post Office,Other - Services,4873.0,Sq. Ft.,No
LA0034ZZ - F EDWARD HEBERT FB,1482486,Parking,Parking,,,
LA0035ZZ - J M WISDOM USCT APLS,1490147,Courthouse,Courthouse,83623.0,Sq. Ft.,No
LA0035ZZ - J M WISDOM USCT APLS,1490147,Office,Office,130513.0,Sq. Ft.,No
LA0035ZZ - J M WISDOM USCT APLS,1490147,Parking,Parking,,,
LA0070ZZ - ELLENDER FB USPO,1939542,Office,Office,24433.0,Sq. Ft.,No
LA0070ZZ - ELLENDER FB USPO,1939542,Mailing Center/Post Office Use,Mailing Center/Post Office,41654.0,Sq. Ft.,No
LA0072ZZ - OPEN LAND FDA SITE,2630001,Parking,Parking,,,
LA0085ZZ - HALE BOGGS FB CTHS,1488819,Court Space,Courthouse,224468.0,Sq. Ft.,No
LA0085ZZ - HALE BOGGS FB CTHS,1488819,Office/Support,Office,382114.0,Sq. Ft.,No
LA0085ZZ - HALE BOGGS FB CTHS,1488819,Parking,Parking,,,
LA0085ZZ - HALE BOGGS FB CTHS,1488819,Vacant Office,Office,49458.0,Sq. Ft.,No
LA0098ZZ - SHREVEPORT CTHSE,1941770,Courthouse,Courthouse,45236.0,Sq. Ft.,No
LA0098ZZ - SHREVEPORT CTHSE,1941770,Parking,Parking,,,
LA0098ZZ - SHREVEPORT CTHSE,1941770,Office,Office,176749.0,Sq. Ft.,No
LA0099ZZ - JM SHAW COURTHOUSE,2384204,Courtrooms,Courthouse,55955.0,Sq. Ft.,No
LA0099ZZ - JM SHAW COURTHOUSE,2384204,Office,Office,141956.0,Sq. Ft.,No
LA0099ZZ - JM SHAW COURTHOUSE,2384204,Parking,Parking,,,
MA0011ZZ - CPT JF WILLIAMS CG B,1101,Offices M-F,Office,169013.0,Sq. Ft.,No
MA0011ZZ - CPT JF WILLIAMS CG B,1101,7th Floor Op Center,Office,7000.0,Sq. Ft.,No
MA0013ZZ - J W MCCORMACK BLDG,1102,Garage 1,Parking,,,
MA0013ZZ - J W MCCORMACK BLDG,1102,Courthouse,Courthouse,54099.0,Sq. Ft.,No
MA0013ZZ - J W MCCORMACK BLDG,1102,Office,Office,673970.0,Sq. Ft.,No
MA0013ZZ - J W MCCORMACK BLDG,1102,Vacant Space,Office,48792.0,Sq. Ft.,No
MA0050ZZ - MOAKLEY COURTHOUSE,1062619,Courthouse,Courthouse,915346.0,Sq. Ft.,No
MA0050ZZ - MOAKLEY COURTHOUSE,1062619,Parking Use,Parking,,,
MA0051ZZ - SPRINGFIELD  FED CTHS,2630002,COURTHOUSE,Courthouse,166618.0,Sq. Ft.,No
MA0051ZZ - SPRINGFIELD  FED CTHS,2630002,PARKING GARAGE,Parking,,,
MA0076ZZ-NEW BEDFORD CUSTOM HSE,1447199,Office,Office,8345.0,Sq. Ft.,No
MA0113ZZ - H DONOHUE FED BLDG CTHSE,1103,Office,Office,1191.0,Sq. Ft.,No
MA0113ZZ - H DONOHUE FED BLDG CTHSE,1103,Garage 1,Parking,,,
MA0113ZZ - H DONOHUE FED BLDG CTHSE,1103,Courthouse,Courthouse,106495.0,Sq. Ft.,No
MA0129ZZ - PHILIP J PHILBIN FED BLDG,1104,Office 1,Office,110637.0,Sq. Ft.,No
MA0129ZZ - PHILIP J PHILBIN FED BLDG,1104,Office 2,Office,21603.0,Sq. Ft.,No
MA0129ZZ - PHILIP J PHILBIN FED BLDG,1104,Garage 1,Parking,,,
MA0129ZZ - PHILIP J PHILBIN FED BLDG,1104,Garage 1,Parking,,,
MA0131ZZ - JFK FEDERAL BUILDING,1105,Low & High-Rise Office Areas,Office,949873.0,Sq. Ft.,No
MA0131ZZ - JFK FEDERAL BUILDING,1105,Parking,Parking,,,
MA0131ZZ - JFK FEDERAL BUILDING,1105,Vacant,Office,16258.0,Sq. Ft.,No
MA0131ZZ - JFK FEDERAL BUILDING,1105,Data Center - HHS,Data Center,2468.0,Sq. Ft.,No
MA0131ZZ - JFK FEDERAL BUILDING,1105,Data Center - IRS,Data Center,3180.0,Sq. Ft.,No
MA0136ZZ - FC MURPHY FED RECORDS CTR,1107,Office 1,Office,9675.0,Sq. Ft.,No
MA0136ZZ - FC MURPHY FED RECORDS CTR,1107,Warehouse,Non-Refrigerated Warehouse,128540.0,Sq. Ft.,No
MA0138ZZ - SSA DISTRICT OFFICE,1108,Office 1,Office,5964.0,Sq. Ft.,No
MA0138ZZ - SSA DISTRICT OFFICE,1108,Garage 1,Parking,,,
MA0153ZZ - TP O'NEILL FED BLDG,1109,Garage 1,Parking,,,
MA0153ZZ - TP O'NEILL FED BLDG,1109,Office 1,Office,772345.0,Sq. Ft.,No
MA0153ZZ - TP O'NEILL FED BLDG,1109,OCIO Data Room,Office,1100.0,Sq. Ft.,No
MA0158ZZ - H KEITH FEDERAL BLDG,1110,Office,Office,34429.0,Sq. Ft.,No
MA0158ZZ - H KEITH FEDERAL BLDG,1110,Vacant,Office,5712.0,Sq. Ft.,No
MA0180ZZ - SO CONTE FEDERAL BLDG,1112,Office 1,Office,30518.0,Sq. Ft.,No
MA0180ZZ - SO CONTE FEDERAL BLDG,1112,Garage 1,Parking,,,
MD0000AG - SUITLAND FEDERAL CEN,2630003,OFFICE,Office,1955611.0,Sq. Ft.,No
MD0000HC - CMS HEADQUARTERS,2448359,Office,Office,761066.0,Sq. Ft.,No
MD0000HC - CMS HEADQUARTERS,2448359,ADP Data Center,Data Center,30000.0,Sq. Ft.,No
MD0000HC - CMS HEADQUARTERS,2448359,warehouse,Non-Refrigerated Warehouse,60105.0,Sq. Ft.,No
MD0000HC - CMS HEADQUARTERS,2448359,Unconditioned Mechanical and Vertical Penetration Space,Other,86002.0,Sq. Ft.,No
MD0003ZZ - APPRAISERS STORES,2630004,OFFICE,Office,169803.0,Sq. Ft.,No
MD0006ZZ - BALTIMORE CUSTOMHOUSE,2630005,OFFICE,Office,178519.0,Sq. Ft.,No
MD0033ZZ - TOULSON FEDERAL BUILDING,2249801,general facility,Office,15824.0,Sq. Ft.,No
MD0033ZZ - TOULSON FEDERAL BUILDING,2249801,vacant space,Office,12999.0,Sq. Ft.,No
MD0055ZZ - GH FALLON FEDERAL BLDG,2448139,Office,Office,649193.0,Sq. Ft.,No
MD0055ZZ - GH FALLON FEDERAL BLDG,2448139,Parking,Parking,,,
MD0068ZZ-SSA METRO WEST,4200542,MD0068ZZ-SSA METRO WEST,Office,1085741.0,Sq. Ft.,No
MD0205ZZ - SS METRO CENTER 1,1671545,Office,Office,191187.0,Sq. Ft.,No
MD0205ZZ - SS METRO CENTER 1,1671545,Parking,Parking,,,
MD0232ZZ - SOUTHERN MD COURTHSE,2630006,COURTHOUSE,Courthouse,297016.0,Sq. Ft.,No
MD0278ZZ - NEW CARROLLTON FED,1671534,Office,Office,1111466.0,Sq. Ft.,No
MD0278ZZ - NEW CARROLLTON FED,1671534,Parking,Parking,,,
MD0325ZZ - CENSUS COMPUTER FAC,1671558,CensusComputer Facility,Other,120560.0,Sq. Ft.,No
MD0331WO-BLDG 32 - OC && ORA,4123213,MD0331WO-BLDG 32 - OC & ORA,Office,361254.0,Sq. Ft.,No
MD0331ZZ - WHITE OAK CAMPUS,2630007,OFFICE,Office,407498.0,Sq. Ft.,No
MD0334ZZ-HARVEY W. WILEY FED BLDG.,1670018,Office,Office,380005.0,Sq. Ft.,No
MD0334ZZ-HARVEY W. WILEY FED BLDG.,1670018,Labs,Other,61300.0,Sq. Ft.,No
MD0731WO-FRC CHILD CARE CENTER,4428016,MD0731WO-FRC CHILD CARE CENTER,Office,21935.0,Sq. Ft.,No
MD0765WO-BLDG 64 - LIFE SCIENCES,4123214,MD0765WO-BLDG 64 - LIFE SCIENCES,Office,149281.0,Sq. Ft.,No
MD0767AG - NOAA SATELLITE,1702112,Office,Office,168000.0,Sq. Ft.,No
MD0767AG - NOAA SATELLITE,1702112,Data Center,Data Center,40000.0,Sq. Ft.,No
MD0767AG - NOAA SATELLITE,1702112,Parking,Parking,,,
MD0778AG - CENSUS BUREAU OFFICE,2630008,Office,Office,1324349.0,Sq. Ft.,No
MD0778AG - CENSUS BUREAU OFFICE,2630008,Garages,Parking,,,
MD0804WO-BLDG 22 - CDER OFFICE,4123215,MD0804WO-BLDG 22 - CDER OFFICE,Office,452886.0,Sq. Ft.,No
MD0810ZZ - FRC WHITE OAK CTRL,2630009,OFFICE,Office,40000.0,Sq. Ft.,No
MD0811WO-CENTRAL SHARED USE 1,4123216,MD0811WO-CENTRAL SHARED USE 1,Office,150214.0,Sq. Ft.,No
MD0816WO-BLDG 62 - CDRH LAB,4123217,MD0816WO-BLDG 62 - CDRH LAB,Office,151999.0,Sq. Ft.,No
MD0817WO-BLDG 66 - CDRH OFFICE,4123218,MD0817WO-BLDG 66 - CDRH OFFICE,Office,444097.0,Sq. Ft.,No
MD0821WO-BLDG 51 - CDER OFFICE 2,4123219,MD0821WO-BLDG 51 - CDER OFFICE 2,Office,336348.0,Sq. Ft.,No
MD0822WO-BLDG 31 - OC && ORA,4123220,MD0822WO-BLDG 31 - OC & ORA,Office,106125.0,Sq. Ft.,No
MD0823WO-BUILDING ONE,4123221,MD0823WO-BUILDING ONE,Office,98770.0,Sq. Ft.,No
MD0825WO-FRC BUILDING 71 OFFICE,4428017,MD0825WO-FRC BUILDING 71 OFFICE,Office,323402.0,Sq. Ft.,No
MD0826WO-FRC BUILDING 52 LAB,4428018,MD0826WO-FRC BUILDING 52 LAB,Office,279065.0,Sq. Ft.,No
MD1440ZZ - GARMATZ COURTHOUSE,2448317,Courthouse,Courthouse,474601.0,Sq. Ft.,No
MD1440ZZ - GARMATZ COURTHOUSE,2448317,Parking,Parking,,,
MD1851WO-CDER OFFICE - E WING,4123222,MD1851WO-CDER OFFICE - E WING,Office,118512.0,Sq. Ft.,No
MD1877WO-CENTRAL UTILITY PLANT 2,4428019,MD1877WO-CENTRAL UTILITY PLANT 2,Office,46500.0,Sq. Ft.,No
ME0000BC - USBS FERRY POINT,2630010,Border Station,Other - Public Services,16803.0,Sq. Ft.,No
ME0000BE-USBS COBURN GORE,2630011,Border Station,Other - Public Services,15760.0,Sq. Ft.,No
ME0000BF (ME0601BF) - FORT FAIRFIELD LPOE,4269807,Border Station,Other - Public Services,5753.0,Sq. Ft.,No
ME0000BF-USBS FT FAIRFIELD,2630012,OFFICE,Office,9389.0,Sq. Ft.,No
ME0000BH - USBS HOULTON,2630013,Border Station,Other - Public Services,37562.0,Sq. Ft.,No
ME0000BI - USBS CALAIS,2630014,Border Station,Other - Public Services,112525.0,Sq. Ft.,No
ME0000BJ - USBS JACKMAN,2630015,Border Station,Other - Public Services,57285.0,Sq. Ft.,No
ME0000BL-USBS LIMESTONE,2630016,OFFICE,Office,6022.0,Sq. Ft.,No
ME0000BP-LPOE ST PAMPHILE,4005571,ME0000BP-LPOE ST PAMPHILE,Office,2481.0,Sq. Ft.,No
ME0000BT-USBS ORIENT,2630017,Border Station,Other - Public Services,4189.0,Sq. Ft.,No
ME0000BV - USBS VANCEBORO,2630018,Border Station,Other - Public Services,7263.0,Sq. Ft.,No
ME0000BX - USBS VAN BUREN,2390897,Border Station,Other - Public Services,44518.0,Sq. Ft.,No
ME0000HO - USBP SEC HQ HOULTON,3543554,Other - Public Services Use,Other - Public Services,13331.0,Sq. Ft.,No
ME0012BP - USBS ST. PAMPHILLE,2630019,Border Station,Other - Public Services,2085.0,Sq. Ft.,No
ME0034ZZ - ET GIGNOUX COURTHOUSE,1195,Courtyard Parking,Parking,,,
ME0034ZZ - ET GIGNOUX COURTHOUSE,1195,Courthouse,Courthouse,93537.0,Sq. Ft.,No
ME0035ZZ - PORTLAND CUSTOM HOUSE,1196,Office 1,Office,26943.0,Sq. Ft.,No
ME0051ZZ - USBS MADAWASKA,2630020,Border Station,Other - Public Services,8990.0,Sq. Ft.,No
ME0061ZZ - MC SMITH FEDERAL BLDG,1197,Garage 1,Parking,,,
ME0061ZZ - MC SMITH FEDERAL BLDG,1197,Office 1,Office,145410.0,Sq. Ft.,No
ME0061ZZ - MC SMITH FEDERAL BLDG,1197,Garage 1,Parking,,,
ME0068ZZ-ES MUSKIE FEDERAL BLDG,1198,Office 1,Office,112335.0,Sq. Ft.,No
ME0068ZZ-ES MUSKIE FEDERAL BLDG,1198,Garage 1,Parking,,,
ME0074HO - USBP SEC HQ HOULTON,2391944,Border Station,Other - Public Services,11627.0,Sq. Ft.,No
ME0078ZZ - SSA PRESQUE ISLE,1199,Office 1,Office,6731.0,Sq. Ft.,No
ME0078ZZ - SSA PRESQUE ISLE,1199,Garage 1,Parking,,,
ME0088ZZ - USBS FT KENT,2630022,Border Station,Other - Public Services,9954.0,Sq. Ft.,No
ME0091ZZ - USBS MILLTOWN,2390966,Other - Public Services Use,Other - Public Services,1704.0,Sq. Ft.,No
ME0091ZZ-LPOE MILLTOWN,4005572,ME0091ZZ-LPOE MILLTOWN,Office,1704.0,Sq. Ft.,No
MI0000BC - HART DOLE INOUYE FED,2408784,Office,Office,925780.0,Sq. Ft.,No
MI0000DI - ROSA PARKS FED BLDG,2401480,Office,Office,48588.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Cafeteria - Basement,Restaurant,22134.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Credit Union - Mezzanine,Financial Office,2726.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Parking Structure Lvl. 1-3,Parking,,,
MI0000MC - MCNAMARA FB FACILITY,1463252,Common Area (All Floors),Office,210091.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,FBI Elevator Area -All Floors,Other,3015.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Social Security (All Locations),Office,38884.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Immigration,Office,10356.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Health Unit,Medical Office,5759.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Small Business Administration,Office,9445.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Army Corp Engineers (All Locations),Office,49418.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Equal Employment Opportunity Commission (EEOC),Office,19295.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,OPLA,Office,910.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,CBP/Customs (All Locations),Office,43496.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,TIGTA,Office,2332.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Secret Service,Office,23135.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,General Services Administration (GSA),Office,6683.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Federal Protective Service (All locations),Office,7396.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Housing Urban Development (HUD),Office,46885.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Mezzanine Offices,Office,5224.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,USDA Office,Office,1366.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Homeland Security Investigations (HSI),Office,56554.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Veterans Benefits Administration (VBA),Office,91941.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Dept. Homeland Security (ERO),Office,6688.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Senator Levin,Office,2925.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Federal Railroad Administration,Office,1366.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,National Labor Relations Board (NLRB),Office,17750.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Railroad Retirement Board,Office,2325.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,Mechanical Rooms,Other,62653.0,Sq. Ft.,No
MI0000MC - MCNAMARA FB FACILITY,1463252,"FBI B1, 1, M, 19-26",Office,252932.0,Sq. Ft.,No
MI0029ZZ - LEVIN US COURTHOUSE,2630023,COURTHOUSE,Courthouse,504661.0,Sq. Ft.,No
MI0029ZZ - LEVIN US COURTHOUSE,2630023,Health Unit,Urgent Care/Clinic/Other Outpatient,1473.0,Sq. Ft.,No
MI0029ZZ - LEVIN US COURTHOUSE,2630023,Parking,Parking,,,
MI0029ZZ - LEVIN US COURTHOUSE,2630023,Snack Shop,Convenience Store without Gas Station,901.0,Sq. Ft.,No
MI0029ZZ - LEVIN US COURTHOUSE,2630023,Office,Office,237040.0,Sq. Ft.,No
MI0029ZZ - LEVIN US COURTHOUSE,2630023,Vacant,Office,20829.0,Sq. Ft.,No
MI0048ZZ - FLINT FED BLDG CTHOU,1165572,Office,Courthouse,69388.0,Sq. Ft.,No
MI0072ZZ - KALAMAZOO FB CTHS,1165550,Office,Courthouse,79845.0,Sq. Ft.,No
MI0073ZZ - CHRLS CHAMBERLAIN FB,1165538,Office,Courthouse,127688.0,Sq. Ft.,No
MI0097ZZ - PORT HURON FB CT,1526241,Credit Union,Bank Branch,1847.0,Sq. Ft.,No
MI0097ZZ - PORT HURON FB CT,1526241,USDC,Courthouse,35522.0,Sq. Ft.,No
MI0097ZZ - PORT HURON FB CT,1526241,CBP/ 3rd floor,Office,7028.0,Sq. Ft.,No
MI0118ZZ - ANN ARBOR FB CT,2630024,Courts,Courthouse,33635.0,Sq. Ft.,No
MI0118ZZ - ANN ARBOR FB CT,2630024,Office,Office,64047.0,Sq. Ft.,No
MI0118ZZ - ANN ARBOR FB CT,2630024,Post Office,Other - Services,3713.0,Sq. Ft.,No
MI0118ZZ - ANN ARBOR FB CT,2630024,Warehouse,Non-Refrigerated Warehouse,8305.0,Sq. Ft.,No
MI0137ZZ - G R FORD FB CTHSE,1165546,Office,Courthouse,280257.0,Sq. Ft.,No
MI0143ZZ - FED PARKING FACILITY,2630025,Parking,Parking,,,
MI0401ZZ - AMBASSADOR BRIDGE BO,2630026,OFFICE,Office,46143.0,Sq. Ft.,No
MI0402ZZ - SSA BUILDING,1154567,Office,Office,13587.0,Sq. Ft.,No
MI0403ZZ - CARGO INSP VACIS,2630027,Truck Inspection Bldg.,Other - Services,6855.0,Sq. Ft.,No
MI0404ZZ - CARGO INSP. BROKER,2630028,OFFICE,Office,24128.0,Sq. Ft.,No
MI0724SB - US BORDER STATION,1612029,Border Station,Other - Public Services,73557.0,Sq. Ft.,No
MN0000GP - USBS GRAND PORTAGE,1612136,Parking,Parking,,,
MN0000GP - USBS GRAND PORTAGE,1612136,Border Station,Other - Public Services,16696.0,Sq. Ft.,No
MN0000NB - CUSTOMS IMMIG STAT,2630029,Parking,Parking,,,
MN0000NB - CUSTOMS IMMIG STAT,2630029,Border Station,Other - Public Services,16917.0,Sq. Ft.,No
MN0000TC - BISHOP H WHIPPLE FB,1559246,Office,Office,699968.0,Sq. Ft.,No
MN0000TC - BISHOP H WHIPPLE FB,1559246,Parking Garage,Parking,,,
MN0000WB - WARROAD USBS,2630030,Parking,Parking,,,
MN0000WB - WARROAD USBS,2630030,Border Station,Other - Public Services,43088.0,Sq. Ft.,No
MN0015ZZ - HEANEY FED BLD  & CT,1165540,Office,Courthouse,189042.0,Sq. Ft.,No
MN0015ZZ - HEANEY FED BLD  & CT,1165540,Parking,Parking,,,
MN0021ZZ - FERGUS FALLS USPS CT,1165564,Courthouse,Courthouse,45537.0,Sq. Ft.,No
MN0021ZZ - FERGUS FALLS USPS CT,1165564,Parking,Parking,,,
MN0021ZZ - FERGUS FALLS USPS CT,1165564,Vacant,Office,7049.0,Sq. Ft.,No
MN0036ZZ - FEDERAL BUILDING,1214,Office,Office,100178.0,Sq. Ft.,No
MN0036ZZ - FEDERAL BUILDING,1214,Garage 1,Parking,,,
MN0036ZZ - FEDERAL BUILDING,1214,Vacant,Office,54737.0,Sq. Ft.,No
MN0076ZZ - BEMIDJI FED BLDG,2630031,OFFICE,Office,45210.0,Sq. Ft.,No
MN0076ZZ - BEMIDJI FED BLDG,2630031,Parking,Parking,,,
MN0084ZZ - SSA MINNEAPOLIS,1568066,Office,Office,21492.0,Sq. Ft.,No
MN0084ZZ - SSA MINNEAPOLIS,1568066,Parking,Parking,,,
MN0087ZZ - W E BURGER FOBCTHSE,2386983,Courthouse,Courthouse,420975.0,Sq. Ft.,No
MN0087ZZ - W E BURGER FOBCTHSE,2386983,Parking,Parking,,,
MN0088ZZ - SSA AUSTIN,2411343,Office,Office,6061.0,Sq. Ft.,No
MN0088ZZ - SSA AUSTIN,2411343,Parking,Parking,,,
MN0092ZZ - MINNEAPOLIS US CTHSE,1165566,Courthouse,Courthouse,465000.0,Sq. Ft.,No
MN0092ZZ - MINNEAPOLIS US CTHSE,1165566,Parking Garage,Parking,,,
MN0300ZZ - USBS INTERNATIONAL F,2630032,Parking,Parking,,,
MN0300ZZ - USBS INTERNATIONAL F,2630032,Border Station,Other - Public Services,20427.0,Sq. Ft.,No
MN0600ZZ - BS BAUDETTE,2630033,Parking,Parking,,,
MN0600ZZ - BS BAUDETTE,2630033,Border Station,Other - Public Services,9634.0,Sq. Ft.,No
MO0000AF - FED CTR GOODFELLOW,1665524,101,Office,1815167.0,Sq. Ft.,No
MO0000AG - FRC BLDG 100 PAGE,2630035,OFFICE,Office,1882234.0,Sq. Ft.,No
MO0022ZZ - BOND U.S. COURTHOUSE,2999314,Courthouse,Courthouse,117522.0,Sq. Ft.,No
MO0039ZZ - 2306-2312 BANNISTER,3604334,Data Center,Data Center,562786.0,Sq. Ft.,No
MO0050ZZ-WHITTAKER COURTHOUSE,1501666,Cafeteria,Courthouse,4485.0,Sq. Ft.,No
MO0050ZZ-WHITTAKER COURTHOUSE,1501666,Office/Common Space,Courthouse,718478.0,Sq. Ft.,No
MO0050ZZ-WHITTAKER COURTHOUSE,1501666,Inside Parking,Parking,,,
MO0095ZZ - THOMAS F. EAGLETON U.S. COURTHOUSE,2630037,COURTHOUSE,Courthouse,1297659.0,Sq. Ft.,No
MO0095ZZ - THOMAS F. EAGLETON U.S. COURTHOUSE,2630037,Atrium,Courthouse,2138.0,Sq. Ft.,No
MO0095ZZ - THOMAS F. EAGLETON U.S. COURTHOUSE,2630037,Parking,Parking,,,
MO0095ZZ - THOMAS F. EAGLETON U.S. COURTHOUSE,2630037,Storage,Non-Refrigerated Warehouse,11078.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Offices,Office,964452.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Call Center - Coast Guard,Office,4910.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Auditorium,Social/Meeting Hall,11513.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Call Center - IRS,Office,85380.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Server Rooms,Office,24810.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Cafeteria,Restaurant,24280.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Fitness Center,Other - Recreation,14515.0,Sq. Ft.,No
MO0106ZZ - ROBT A YOUNG FED BLD,1436668,Elevator Equipment Room,Other,2070.0,Sq. Ft.,No
MO0121ZZ - FB-PO-CT HANNIBAL,1813401,Courthouse,Courthouse,14850.0,Sq. Ft.,No
MO0121ZZ - FB-PO-CT HANNIBAL,1813401,Garage & Loading Dock,Parking,,,
MO0121ZZ - FB-PO-CT HANNIBAL,1813401,Office,Office,9350.0,Sq. Ft.,No
MO0121ZZ - FB-PO-CT HANNIBAL,1813401,Office - Post Office,Office,22595.0,Sq. Ft.,No
MO0121ZZ - FB-PO-CT HANNIBAL,1813401,Office - Vacant,Office,18750.0,Sq. Ft.,No
MO0127ZZ - R BOLLING FB,1278683,Office Space,Office,1194361.0,Sq. Ft.,No
MO0127ZZ - R BOLLING FB,1278683,Cafeteria,Other,19092.0,Sq. Ft.,No
MO0127ZZ - R BOLLING FB,1278683,Elevator Equipment Rooms,Other,9602.0,Sq. Ft.,No
MO0127ZZ - R BOLLING FB,1278683,Parking Garage,Parking,,,
MO0127ZZ - R BOLLING FB,1278683,Data Center,Data Center,16581.0,Sq. Ft.,No
MO0134ZZ - FB 8930 WARD PRKWY,1533261,Office,Office,200300.0,Sq. Ft.,No
MO0147ZZ - CAPE GIRARDEAU U.S. COURTHOUSE,1813397,Courthouse,Courthouse,160661.0,Sq. Ft.,No
MO0147ZZ - CAPE GIRARDEAU U.S. COURTHOUSE,1813397,Parking,Parking,,,
MO0147ZZ - CAPE GIRARDEAU U.S. COURTHOUSE,1813397,Elevator Equipment Room,Other,1365.0,Sq. Ft.,No
MO0147ZZ - CAPE GIRARDEAU U.S. COURTHOUSE,1813397,Server Room,Other,1706.0,Sq. Ft.,No
MS0000AA - DM RUSSELL FED BLDG CTHSE,1123272,Offices and Court Room,Courthouse,225704.0,Sq. Ft.,No
MS0008ZZ - NATCHEZ US COURTHOUSE,2630040,COURTHOUSE,Courthouse,23983.0,Sq. Ft.,No
MS0031ZZ - J EASTLAND COURTHSE & PO,2630041,COURTHOUSE,Courthouse,113586.0,Sq. Ft.,No
MS0065ZZ - GREENVILLE FED BLD-PO-CTH,2630043,COURTHOUSE,Courthouse,84824.0,Sq. Ft.,No
MS0072ZZ-WM COLMER FED BLD & CTHSE,2630044,OFFICE,Office,63281.0,Sq. Ft.,No
MS0079ZZ - OXFORD FED BLD CTHSE PO,2630045,COURTHOUSE,Courthouse,91536.0,Sq. Ft.,No
MS0082ZZ - TG ABERNETHY FED BLD,2630046,OFFICE,Office,62134.0,Sq. Ft.,No
MS0083ZZ - MC COY FED BLDG,2630047,OFFICE,Office,442443.0,Sq. Ft.,No
MT0000AD - USBS CHIEF MOUNTAIN,2630048,OFFICE,Office,8674.0,Sq. Ft.,No
MT0000AE - USBS PIEGAN,2630049,OFFICE,Office,103474.0,Sq. Ft.,No
MT0000AF - USBS RAYMOND,2630050,OFFICE,Office,35239.0,Sq. Ft.,No
MT0000AG - USBS EUREKA,2630051,OFFICE,Office,31304.0,Sq. Ft.,No
